{b2191b3f-2453-4d7c-a027-8babfb1c93e1} event:/ambience/dungeon/cove
{c4abb1cc-b8ae-415d-bc0f-c822a575a259} event:/char/enemy/gargoyle_vo_death
{35100ce9-0a74-431e-99ec-5f7b11dd8df9} event:/char/enemy/gargoyle_vo_hurt
{2eae8560-a5b8-4631-a2db-9bf5fb14fe2e} event:/char/enemy/ghoul_howl
{678cc454-dd78-4c1d-923d-67742608a468} event:/char/enemy/ghoul_howl_miss
{39c2e975-6b1b-412d-b8ab-7a174ef3a884} event:/char/enemy/ghoul_move
{1085c2cc-6093-4059-becd-2ef8bb09944e} event:/char/enemy/ghoul_rend
{279e1b34-6777-4ea7-909e-9ca5a4370e1a} event:/char/enemy/ghoul_rend_miss
{b606d793-be5b-41af-b704-60f62df6e5d0} event:/char/enemy/ghoul_skull_toss
{0a429bd3-1b4e-4bd3-8942-d331615ca483} event:/char/enemy/ghoul_skull_toss_miss
{42882eef-95e6-40c2-9056-9cde2cb4ad08} event:/char/enemy/ghoul_vo_aggro
{4ba659e7-aee2-415d-a322-0d36d50ed64f} event:/char/enemy/ghoul_vo_crit
{bcb5c012-1ca0-4f63-bc46-c1c8e99b794c} event:/char/enemy/ghoul_vo_death
{9fe43403-2829-4f75-8a45-2bb6343cc226} event:/char/enemy/ghoul_vo_hurt
{9af580d3-41fd-4005-916a-e4df89d82f44} event:/char/enemy/hag_hag_grab
{6420bd11-188f-4d30-973b-76f321d63f47} event:/char/enemy/hag_hag_grab_miss
{cdc0e7d1-9437-4719-8aa6-a21440a2c2ea} event:/char/enemy/hag_hag_move
{5532bfa5-2979-47dc-87b0-4a72edde78e0} event:/char/enemy/hag_hag_season
{7689d9c4-6831-4cbc-90e5-b73740183636} event:/char/enemy/hag_hag_season_miss
{276f85c2-7b36-4286-9706-a92a722a0496} event:/char/enemy/hag_hag_taste
{e64437e4-eeb8-4f42-9e42-c656bb8e0d32} event:/char/enemy/hag_hag_taste_miss
{07f26c4b-4a5b-4666-92ba-bf157a2b51ce} event:/char/enemy/hag_hag_tenderize
{ead10b43-0786-490e-8d9d-1e1e45dfac18} event:/char/enemy/hag_hag_tenderize_miss
{4f71f40f-ee5e-4581-b7af-5bc4ba34a48c} event:/char/enemy/hag_vo_aggro
{9f52e127-55f8-47ec-a3da-ef3cdc92dbf3} event:/char/enemy/hag_vo_crit
{0ee48d45-9487-44bc-80b4-9d1db92a9313} event:/char/enemy/hag_vo_death
{9b5453ea-5dec-4512-8b29-0c3de880a953} event:/char/enemy/hag_vo_hurt
{b0ec06b5-074f-416f-a20e-acbd70617ffd} event:/char/enemy/jellyfish_jellyfish_rend
{c78db99e-18b6-4cf9-a089-87495aef85e0} event:/char/enemy/jellyfish_jellyfish_rend_miss
{a1f39723-9e92-4004-a97f-ca07adb6f198} event:/char/enemy/jellyfish_jellyfish_sting
{b120b9da-447a-4ece-b3e4-41f26c433823} event:/char/enemy/jellyfish_jellyfish_sting_miss
{f7228f6b-d6f4-4f7a-8eeb-80b838853727} event:/char/enemy/jellyfish_move
{4445c0fb-6e1f-4d67-a476-3ba79ec6e26b} event:/char/enemy/jellyfish_vo_aggro
{a62c8cf7-8956-4a8e-91a8-2ea6a5453948} event:/char/enemy/jellyfish_vo_crit
{db198e76-b27a-44f2-9b5a-62412bccf73a} event:/char/enemy/jellyfish_vo_death
{d38dacb1-9b3a-4447-ba44-567aad855e52} event:/char/enemy/jellyfish_vo_hurt
{7eef3060-01a4-4303-b59c-7721ca63967e} event:/char/enemy/madman_accusation
{cecc1d68-0a31-4d9b-a150-6e16830e8a79} event:/char/enemy/madman_accusation_miss
{01e157b0-4cd6-4cb9-9926-10c7ff049a83} event:/char/enemy/madman_doomsay
{fbb41ff4-758b-4dd2-a6bb-d475c4495020} event:/char/enemy/madman_doomsay_miss
{11e42c26-a90c-45f4-b765-999ba2307ea2} event:/char/enemy/madman_move
{7cd8ca7c-6fd0-415b-b232-95be29030472} event:/char/enemy/madman_vo_aggro
{7b98d5e8-9b70-4cc6-9c43-2d04e9e376ce} event:/char/enemy/madman_vo_crit
{43326443-780e-4be6-8d9b-1c1fe607a2ec} event:/char/enemy/madman_vo_death
{c647f49f-62b1-479e-af36-565f1e3175fb} event:/char/enemy/madman_vo_hurt
{2af02cf5-bf3f-47af-b466-b16a850a4dc1} event:/char/enemy/maggot_grave_nibble
{cee982a7-5e4b-4f05-a13e-4ac64abd0d73} event:/char/enemy/maggot_grave_nibble_miss
{718d1397-1552-4090-8eec-6a6b15246192} event:/char/enemy/maggot_move
{68ebe2f1-b1d5-46e1-b824-07a8d09e5807} event:/char/enemy/maggot_vo_aggro
{5e795ca1-8838-4d07-baca-78834f1ef8f3} event:/char/enemy/maggot_vo_crit
{7955e82c-3f14-4891-8ff0-02354a1a8381} event:/char/enemy/maggot_vo_death
{61c6e8c7-578b-4799-a5c2-6d606695ef86} event:/char/enemy/maggot_vo_hurt
{7ce9c35a-4334-4c25-8664-426ace7037b6} event:/char/enemy/necromancer_unholy_curse
{db56c95d-9d53-4685-b8e0-46442fd39d08} event:/char/enemy/necromancer_unholy_curse_miss
{c4389279-cb2a-4354-9ba8-f5cb1a826ba3} event:/char/enemy/necromancer_unholy_judgement
{404b86ef-8559-4221-8696-63b6893925c2} event:/char/enemy/necromancer_unholy_judgement_miss
{85e9c20a-640e-4f20-acfd-f3d112aff6db} event:/char/enemy/necromancer_unholy_smite
{4b652c13-827c-4fd1-b891-212e8d84f59a} event:/char/enemy/necromancer_unholy_smite_miss
{57086dec-7925-4aa5-aa9c-1076008d3860} event:/char/enemy/necromancer_vo_aggro
{734bd60e-bc51-4038-8014-fac41d2aea3d} event:/char/enemy/necromancer_vo_crit
{c71761e8-798b-49f9-a287-506a4e373600} event:/char/enemy/necromancer_vo_death
{4ff26fd5-6f79-4aae-8f79-56e205164c77} event:/char/enemy/necromancer_vo_hurt
{68691462-b226-418e-9111-7f19cffc25ee} event:/char/enemy/nest_vo_aggro
{f71f49d2-9b45-4cd5-92d6-aeaadeb6f3b5} event:/char/enemy/nest_vo_death
{43b3f944-9d80-4a7f-a22d-99f871527df1} event:/char/enemy/nest_vo_hurt
{eb2a7610-8bfa-4dbd-b438-d4bebd10a070} event:/char/enemy/octotank_move
{1720b591-64c7-428b-8603-a85b446712b8} event:/char/enemy/octotank_octo_cestus
{82ca3cc0-0d0e-451a-b044-b26427cc8048} event:/char/enemy/octotank_octo_cestus_miss
{47b07329-9541-479e-aa31-3adbaa8a88cd} event:/char/enemy/octotank_octo_guard
{ab8de7fb-cee0-43fe-b400-0138571c0c0a} event:/char/enemy/octotank_octo_guard_miss
{611d762d-3f53-4a22-aeed-9342f065fe72} event:/char/enemy/octotank_vo_aggro
{ecdd6479-e70d-4a38-8a6a-42aa494d41c3} event:/char/enemy/octotank_vo_crit
{47350da7-41e1-4352-9df2-39559fcb62bf} event:/char/enemy/octotank_vo_death
{8ffe362d-d97a-436d-b52f-e847b9664c85} event:/char/enemy/octotank_vo_hurt
{afde8cf0-1c57-4f93-b82c-c2bf91277162} event:/char/enemy/pew_large_vo_aggro
{458d0329-082b-4485-9015-7d65d1ac5e40} event:/char/enemy/pew_large_vo_death
{8c9ea0b5-7d75-4b7e-925f-c39bba7785e3} event:/char/enemy/pew_large_vo_hurt
{e98dcd64-37d9-4d81-8cdf-b186cb0b44e2} event:/char/enemy/pew_medium_vo_aggro
{967541d5-cdde-4476-b4dd-0f4b6bc99bc1} event:/char/enemy/pew_medium_vo_death
{5da43ac4-2518-4616-b7fb-522482d0b692} event:/char/enemy/pew_medium_vo_hurt
{de867b41-361a-4c02-aac7-ed83b9dcbd18} event:/char/enemy/pew_small_vo_aggro
{b21cfa82-3b60-4301-8aa0-e37477dde1bb} event:/char/enemy/pew_small_vo_death
{2a966507-7d8b-412e-9a8d-d7446e07382f} event:/char/enemy/pew_small_vo_hurt
{cd528440-d118-42b4-a399-0ee11762630d} event:/char/enemy/prophet_eye_on_you
{36d02116-a8a2-41ea-8a06-d0b21fea90f6} event:/char/enemy/prophet_eye_on_you_miss
{f0f60776-c330-4aa1-9afe-bbcf313c6d73} event:/char/enemy/prophet_fulminate
{6c560eb1-d8c9-4298-b0e8-137db7d329a7} event:/char/enemy/prophet_fulminate_miss
{015abbd7-c0cd-49b7-8091-f12218cf083e} event:/char/enemy/prophet_move
{240b5200-ba25-48db-a0b6-a0d307d6eda6} event:/char/enemy/prophet_prophet_attack
{f7ff447d-2572-42ac-86dd-9bb20a22f7d4} event:/char/enemy/prophet_prophet_attack_miss
{ef46104a-e723-4614-88d6-9fad80ecd06b} event:/char/enemy/prophet_prophet_mark
{1944168f-0d3e-45ea-a6cc-731c64b8429d} event:/char/enemy/prophet_prophet_mark_miss
{578b2241-7461-4a85-87c1-d879982d89c0} event:/char/enemy/prophet_vo_aggro
{12072bee-b80e-477c-9f69-caa5ec0eb4a7} event:/char/enemy/prophet_vo_crit
{8b197dec-7775-4a76-a57e-c12ad8f9bef5} event:/char/enemy/prophet_vo_death
{e6c3ae43-4432-4eba-a930-183ef39c94f3} event:/char/enemy/prophet_vo_hurt
{785db29e-4e42-41cf-9868-408e27d3741c} event:/char/enemy/rabid_dog_move
{0704db93-625c-4253-8c7b-91542b1d6093} event:/char/enemy/rabid_dog_rabid_rush
{5e8d9dcb-d26e-4e26-9c72-5a448a75451c} event:/char/enemy/rabid_dog_rabid_rush_miss
{3779fb90-19b8-47a8-9a52-f86e26c063a7} event:/char/enemy/rabid_dog_vo_aggro
{9997e2fd-c6d6-4e3e-8c60-caca19b47bd6} event:/char/enemy/rabid_dog_vo_crit
{dd153e67-63f2-416a-b316-5e92ed34d98f} event:/char/enemy/rabid_dog_vo_death
{13054b20-71cc-40a4-a558-db0824a33c4d} event:/char/enemy/rabid_dog_vo_hurt
{1b7f3e2a-5ec0-4c63-a5ed-d0ab53652a1b} event:/char/enemy/shambler_move
{d26e4893-b483-4572-a3de-bfcb0efc7f95} event:/char/enemy/shambler_shamble_back
{aca6a8dd-8a51-4ab9-8d7c-f1b914f5c8bb} event:/char/enemy/shambler_shamble_back_miss
{0595aead-55fa-4bd2-8106-68ecd77f8034} event:/char/enemy/shambler_shamble_fwd
{dfab8431-cbf2-4cb0-843f-ee44f9950118} event:/char/enemy/shambler_shamble_fwd_miss
{69ce5e3b-fd94-4ec8-8e43-6a29dcfeb825} event:/char/enemy/shambler_shambler_howl
{fb25921c-33ed-4c5c-bd2d-c84155177da0} event:/char/enemy/shambler_shambler_howl_miss
{0aa994aa-1940-48e0-b07c-2cb658091509} event:/char/enemy/shambler_tentacle_tentacle_slap
{bb6cc07b-f943-4cf6-9488-ff25de1f3764} event:/char/enemy/shambler_tentacle_tentacle_slap_miss
{78422f07-dc89-43cc-8d76-b9ba3ea3eb05} event:/char/enemy/shambler_tentacle_vo_aggro
{7b3efc74-3af4-474d-8d89-939e8e64d548} event:/char/enemy/shambler_tentacle_vo_crit
{e3a40405-af56-4c45-a402-d118f7f2e9e5} event:/char/enemy/shambler_tentacle_vo_death
{0051844b-9d2c-4ea0-84f3-21acb32cf4d6} event:/char/enemy/shambler_tentacle_vo_hurt
{f25b31a7-e69b-490c-96fb-f7f7bed3056c} event:/char/enemy/shambler_vo_aggro
{b28d8007-1bae-43d4-8211-f3318e054d83} event:/char/enemy/shambler_vo_crit
{1c9d5fdb-9f86-46bc-a3e6-fbe21243ce94} event:/char/enemy/shambler_vo_death
{0ba2109c-ddda-4d87-9adf-7f024b05a4bc} event:/char/enemy/shambler_vo_hurt
{7eb852ef-8cc6-46ff-a1bd-f076f9bd4bee} event:/char/enemy/shuffler_move
{d64d2a2c-adeb-4713-93cd-5e575a2b3c5f} event:/char/enemy/shuffler_shuffler_eat
{bc82f5c7-a286-4cf7-9115-ddfc94cc7c59} event:/char/enemy/shuffler_shuffler_eat_miss
{115b3dd8-e5f0-40a9-9058-6a62d2555620} event:/char/enemy/shuffler_shuffler_howl
{b2222b48-f71f-42ed-b56c-86352de69e7f} event:/char/enemy/shuffler_shuffler_howl_miss
{e0929480-3456-499b-87f0-05d76503b71f} event:/char/enemy/shuffler_shuffler_shuffle
{c54e8fb1-71a9-4617-b845-288562ea1452} event:/char/enemy/shuffler_shuffler_shuffle_miss
{b77c7a24-2617-40de-af85-baf328664171} event:/char/enemy/shuffler_vo_aggro
{8e92b9ad-22b6-4b00-904b-6ca2ce7b4f3b} event:/char/enemy/shuffler_vo_crit
{fd2832e0-f069-4bd9-8d98-49021f65e8e5} event:/char/enemy/shuffler_vo_death
{c7efc2ee-f83e-4f67-a126-8f0963528161} event:/char/enemy/shuffler_vo_hurt
{c952d56e-d196-4e08-88a4-b2de33ab3f21} event:/char/enemy/siren_conch_celldisrupt
{0206ba84-83a4-44bf-9ae8-5b7d346cad17} event:/char/enemy/siren_conch_celldisrupt_miss
{e4c7497c-7f8c-4ba7-b1e2-745a468bcf5d} event:/char/enemy/siren_conch_horror
{5499373c-6d13-4c49-95fb-08508a733e11} event:/char/enemy/siren_conch_horror_miss
{712447f2-7c27-46eb-a69c-fd934a645bb3} event:/char/enemy/siren_conch_summon
{330af64e-562e-4da2-bf65-c306f91be4ba} event:/char/enemy/siren_conch_summon_miss
{3d8f1f44-a639-4d0c-b70d-b5890a12110d} event:/char/enemy/siren_move
{04672dfd-aca0-4650-bf12-42eb36a7a0d8} event:/char/enemy/siren_siren_song
{4caa1aa5-7230-42c2-8546-6eea86dd58a7} event:/char/enemy/siren_siren_song_miss
{d3d79221-b081-40d3-9705-7218d2b75f86} event:/char/enemy/siren_vo_aggro
{bc2c4fba-4bcc-4e96-853a-32f5b5d59a61} event:/char/enemy/siren_vo_crit
{911c43b0-97b7-480b-ab44-78127db70f8c} event:/char/enemy/siren_vo_death
{da89cc7c-a7b0-47e5-a4c0-27a8cec3d271} event:/char/enemy/siren_vo_hurt
{bb62a387-a5b9-493a-b289-22c240fe485d} event:/char/enemy/skeleton_arbalist_bayonet_jab
{3847d0cc-c62b-4a8b-af66-6249ab8caf14} event:/char/enemy/skeleton_arbalist_bayonet_jab_miss
{d45a5e05-2b9f-4da0-8e45-589b0444e239} event:/char/enemy/skeleton_arbalist_crossbow_shot
{2301bb00-e072-441d-8390-2188ed0f2d53} event:/char/enemy/skeleton_arbalist_crossbow_shot_miss
{4aae583e-d270-422d-ae07-dd58625558c9} event:/char/enemy/skeleton_arbalist_move
{03ca3245-9415-4919-b903-6dff8ef1f89b} event:/char/enemy/skeleton_arbalist_vo_aggro
{44939d4a-4dc0-44cf-8029-aa9fee94d361} event:/char/enemy/skeleton_arbalist_vo_crit
{4f6cd1ce-493a-4a4e-97a5-b0f887169b34} event:/char/enemy/skeleton_arbalist_vo_death
{a22d89f0-1b03-4bc4-89ef-4b307e873399} event:/char/enemy/skeleton_arbalist_vo_hurt
{27ce2f21-2e1b-4b75-ae33-7603a4b3af1f} event:/char/enemy/skeleton_bearer_heinous_icon
{18467e79-2449-4f0d-81b8-0d76809668ee} event:/char/enemy/skeleton_bearer_into_the_ranks
{312d9a63-7150-474e-920c-ae87f9c9030e} event:/char/enemy/skeleton_bearer_into_the_ranks_miss
{9b9b7ca4-a7b9-4ab5-94f2-db5d07a87db8} event:/char/enemy/skeleton_bearer_move
{d3305cb5-dd15-4749-9e96-be7d60124bc5} event:/char/enemy/skeleton_bearer_unholy_rally
{2d672e75-5343-4075-9d01-e805663b9255} event:/char/enemy/skeleton_bearer_vo_aggro
{5df1387d-b212-445d-ab04-b1b0bc23b964} event:/char/enemy/skeleton_bearer_vo_crit
{d6076d0b-7f06-4fff-93e7-87754c82847e} event:/char/enemy/skeleton_bearer_vo_death
{812d9f71-73ea-4e0c-8178-e39d000be3d6} event:/char/enemy/skeleton_bearer_vo_hurt
{5d567c59-f927-41b7-991e-05a5b0552157} event:/char/enemy/skeleton_bearer_wicked_surge
{09cbd1f6-2057-4ffa-a442-708ae8c77cc0} event:/char/enemy/skeleton_bearer_wicked_surge_miss
{30157ba9-3aec-4ba7-b48e-0803fc347f13} event:/char/enemy/skeleton_bishop_unholy_curse
{100afba6-473d-4440-a0ce-c3bec2d72eb7} event:/char/enemy/skeleton_bishop_unholy_curse_miss
{27a63115-06d9-4e25-bad3-2765b2295939} event:/char/enemy/skeleton_bishop_unholy_judgement
{1ec37d21-ec48-4f99-90fc-dadb2b6ade25} event:/char/enemy/skeleton_bishop_unholy_judgement_miss
{66bf460b-12b9-444b-a3ce-6437a7c4d93c} event:/char/enemy/skeleton_bishop_unholy_smite
{f3c0cdae-2492-4a53-adff-b88ce641a166} event:/char/enemy/skeleton_bishop_unholy_smite_miss
{95567b59-1887-47d5-877a-d9f2ff4ef2d6} event:/char/enemy/skeleton_bishop_vo_aggro
{37205228-9702-44db-9d38-e6a843fcea47} event:/char/enemy/skeleton_bishop_vo_crit
{a99ae95c-05b8-4886-9d21-aed382c4cfc4} event:/char/enemy/skeleton_bishop_vo_death
{93ffb8d6-1647-4ba4-b037-66b712900018} event:/char/enemy/skeleton_bishop_vo_hurt
{3c45a4ed-7dec-455f-95f6-588002154ac2} event:/char/enemy/skeleton_captain_crushing_blow
{2748df84-0907-4dae-a3e5-6eec90b6b156} event:/char/enemy/skeleton_captain_crushing_blow_miss
{3c8f9f28-c6fe-4eac-948b-84752e7fb833} event:/char/enemy/skeleton_captain_ground_pound
{15278019-cd19-4c18-b108-b6f5ea9d0b81} event:/char/enemy/skeleton_captain_ground_pound_miss
{2bc273f5-7515-42b4-b358-076ce4669b44} event:/char/enemy/skeleton_captain_move
{d4cb9747-8983-4df9-86dc-c384aaff14ef} event:/char/enemy/skeleton_captain_vo_aggro
{e90e8260-73ed-489d-a3b8-be72d557c9af} event:/char/enemy/skeleton_captain_vo_crit
{22f8289f-d0b8-4d70-a405-5204f0b71ec6} event:/char/enemy/skeleton_captain_vo_death
{f29adac1-600a-46db-87d3-98125c5f247e} event:/char/enemy/skeleton_captain_vo_hurt
{ed27b0a5-81ab-4348-9640-a8ff367b38c9} event:/char/enemy/skeleton_common_cudgel
{7eb8daea-0e92-40eb-a1e8-1f0a52bd0f10} event:/char/enemy/skeleton_common_cudgel_miss
{881eb9f8-d4b4-4d3f-a9fb-863fd9d2d4fa} event:/char/enemy/skeleton_common_cudgel_weak
{bba18526-148d-40d6-8f42-efbce787374d} event:/char/enemy/skeleton_common_cudgel_weak_miss
{39c07378-d1d8-4bd7-924a-83180ed1db56} event:/char/enemy/skeleton_common_move
{916f74cd-ab4a-4dd7-9e6c-96ad5b71150d} event:/char/enemy/skeleton_common_vo_aggro
{9f466c72-7836-4622-8129-116980838b79} event:/char/enemy/skeleton_common_vo_crit
{02f1c808-56ca-4c30-9405-0e59627dcd00} event:/char/enemy/skeleton_common_vo_death
{056276ce-f75f-4549-a71f-428443d1e43e} event:/char/enemy/skeleton_common_vo_hurt
{efd23b20-fb42-4bc7-8788-6935cc7d12d2} event:/char/enemy/skeleton_courtier_dagger_jab
{98a63f2d-d277-4366-ac3c-708e63115c4f} event:/char/enemy/skeleton_courtier_dagger_jab_miss
{ca762ea1-ac9b-4dd6-9fc4-1fca6411c955} event:/char/enemy/skeleton_courtier_move
{ae9c95f8-5da4-4b5c-8c23-7225bd432232} event:/char/enemy/skeleton_courtier_tempting_goblet
{de77928c-f294-4135-9ad8-4806b04c58db} event:/char/enemy/skeleton_courtier_tempting_goblet_miss
{7afdc088-cb11-498a-b69e-9781c3cade68} event:/char/enemy/skeleton_courtier_vo_aggro
{b04500bb-1c7c-4a67-ae33-d96161555752} event:/char/enemy/skeleton_courtier_vo_crit
{841097ce-cb2a-4c46-904f-beeb209ce28e} event:/char/enemy/skeleton_courtier_vo_death
{ab8e8484-83c9-4f5f-aec8-2bfd66e92f85} event:/char/enemy/skeleton_courtier_vo_hurt
{85d2202c-f93d-4fee-a582-93be0322aea0} event:/char/enemy/skeleton_defender_axe_strike
{dd6c5eca-e159-4790-9c92-0e662005926d} event:/char/enemy/skeleton_defender_axe_strike_miss
{0ee36bb9-232c-44fc-b87e-37ad0ca1727f} event:/char/enemy/skeleton_defender_axe_strike_weak
{64bca730-d181-4116-bee3-c9ca2cf43a9f} event:/char/enemy/skeleton_defender_axe_strike_weak_miss
{11c7f5fc-639d-4863-b5d1-cb31f8e507e8} event:/char/enemy/skeleton_defender_move
{effb13ec-533a-48f4-bf78-01f19caeebbe} event:/char/enemy/skeleton_defender_shield_bash
{a63aaa93-4711-47b0-921a-b7646cebd09c} event:/char/enemy/skeleton_defender_shield_bash_miss
{e3a47ea0-1d70-41eb-a37f-178410c4849b} event:/char/enemy/skeleton_defender_shield_defend
{3a614f8e-4541-45e2-b62c-e66fa7a7094b} event:/char/enemy/skeleton_defender_vo_aggro
{a0be5e7d-ee70-4f6f-97f4-033ff2556e22} event:/char/enemy/skeleton_defender_vo_crit
{355e6705-a0c5-4a62-bef4-33c4a1e58f60} event:/char/enemy/skeleton_defender_vo_death
{3d600877-4644-4a4a-8b48-a5b80afceae0} event:/char/enemy/skeleton_defender_vo_hurt
{f46bb52d-78d5-4c00-a3bf-72e522443a5f} event:/char/enemy/skeleton_militia_move
{66aa5f3c-dbc3-4035-a5be-3be49f69809a} event:/char/enemy/skeleton_militia_sword_strike
{75857239-7541-4efa-b978-31fc8444e24e} event:/char/enemy/skeleton_militia_sword_strike_miss
{b7567dcc-a84c-4a27-8094-3697cf435fc9} event:/char/enemy/skeleton_militia_sword_strike_weak
{0e0cc2c4-121a-4b03-aea0-f6dcba174491} event:/char/enemy/skeleton_militia_sword_strike_weak_miss
{f209b7c5-f4dc-4d0c-915d-acee7ebff3cf} event:/char/enemy/skeleton_militia_vo_aggro
{c92cd9b5-b705-405b-bedb-12764461a9ac} event:/char/enemy/skeleton_militia_vo_crit
{7d2c2c2a-f920-4b04-bd1e-c2bb93b2d364} event:/char/enemy/skeleton_militia_vo_death
{522d9447-9014-40db-8a1e-fa6dd4c9068e} event:/char/enemy/skeleton_militia_vo_hurt
{fb8dcf4e-20e9-4151-ac0f-1d5761b6ea4c} event:/char/enemy/skeleton_spear_impale
{d18fd06f-c247-4f31-91a1-6572e2ed463d} event:/char/enemy/skeleton_spear_impale_miss
{51a2f2eb-a491-47fa-a235-58252d3bea36} event:/char/enemy/skeleton_spear_move
{d6be2e39-a822-4d75-b206-686e81c56fe1} event:/char/enemy/skeleton_spear_spear_thrust
{246184a8-adc2-4470-bfe3-9058db971c55} event:/char/enemy/skeleton_spear_spear_thrust_miss
{7d57c764-0232-445b-8045-7315a5e2fa69} event:/char/enemy/skeleton_spear_vo_aggro
{61f138f7-4dda-4ec3-ab04-69f927ee3121} event:/char/enemy/skeleton_spear_vo_crit
{0e4e8967-8909-4799-8eba-0828d80b62d2} event:/char/enemy/skeleton_spear_vo_death
{78a40eb5-9e67-44b4-8061-a9d798bdc3b4} event:/char/enemy/skeleton_spear_vo_hurt
{18b8e0ec-11cf-4e60-b231-a8eb01a01226} event:/char/enemy/snail_urchin_move
{65b1d1a1-6933-4757-83b3-cdaf5f616103} event:/char/enemy/snail_urchin_snail_slime
{cfd413f4-8e01-494b-8aa6-463e56d90188} event:/char/enemy/snail_urchin_snail_slime_miss
{93e6c30a-f487-41f4-88a6-e8e47c1007ec} event:/char/enemy/snail_urchin_vo_aggro
{6cd20d48-b68b-47e7-8c1d-a0b5f6e6beb0} event:/char/enemy/snail_urchin_vo_crit
{2159a706-c0b6-40df-ac3c-9ff84f7de29d} event:/char/enemy/snail_urchin_vo_death
{0503af37-d0a6-4f03-b0e0-122d1f801d99} event:/char/enemy/snail_urchin_vo_hurt
{8e282a7f-009a-41a8-aa3b-4ba5bc6f371e} event:/char/enemy/spider_spitter_move
{b97abff8-d137-4aec-a897-4f4782585629} event:/char/enemy/spider_spitter_spider_bite
{ae1d1488-cde0-4e35-99cb-ab7b4fb995f4} event:/char/enemy/spider_spitter_spider_bite_miss
{841761c3-9641-48cd-b926-17589fd34a9f} event:/char/enemy/spider_spitter_spider_spit
{ddf976d1-c642-4ffd-b7e2-210aa50114ed} event:/char/enemy/spider_spitter_spider_spit_miss
{61d6b9fe-d326-4a43-b666-efbac299316e} event:/char/enemy/spider_spitter_vo_aggro
{65866fdf-855c-49cc-a273-4626f7c28a61} event:/char/enemy/spider_spitter_vo_crit
{8e0e3666-e6b6-4e4f-ab4b-5131abee1ea4} event:/char/enemy/spider_spitter_vo_death
{62f78ecd-2a80-4422-ab71-7b1bfc0a5e90} event:/char/enemy/spider_spitter_vo_hurt
{2797a413-e2ad-455b-8ca4-4930303c211f} event:/char/enemy/spider_webber_move
{97bf49f6-a2d0-4062-ae67-5e62716a5f8d} event:/char/enemy/spider_webber_spider_bite
{cd86a898-7745-428b-8300-924677109aaa} event:/char/enemy/spider_webber_spider_bite_miss
{87b66c45-5159-45dd-8dc2-b48502a3dac2} event:/char/enemy/spider_webber_spider_web
{6cf8af1f-17b0-4608-b1c9-2791f8297cfb} event:/char/enemy/spider_webber_spider_web_miss
{6caea9cf-7e1f-4a2d-8d15-339e6354947a} event:/char/enemy/spider_webber_vo_aggro
{c6645185-82ae-4fd8-9092-372bf40a36e3} event:/char/enemy/spider_webber_vo_crit
{6be5157d-551a-41e5-8fed-7bba5a1dc0c4} event:/char/enemy/spider_webber_vo_death
{2cc4785e-8a25-424d-912f-14b6370d08b3} event:/char/enemy/spider_webber_vo_hurt
{b3479f3f-cadf-4387-9f1a-fc0c2e5a2e0f} event:/char/enemy/swine_drummer_drum_debuff
{f6ac8235-9840-4424-9bdd-6722133facf2} event:/char/enemy/swine_drummer_drum_debuff_miss
{bece27c0-82a5-4643-80c0-3249e7782b6c} event:/char/enemy/swine_drummer_drum_fear
{cfadb095-15bd-4fe6-ac76-3b4886862adf} event:/char/enemy/swine_drummer_drum_fear_miss
{e19512ef-c84f-40bf-a40a-560ef760e93e} event:/char/enemy/swine_drummer_move
{dc4bd038-2f17-42f7-99b2-ecd0ceba0aaf} event:/char/enemy/swine_drummer_vo_aggro
{9514e2f5-5e66-4c02-b725-83c53440f13e} event:/char/enemy/swine_drummer_vo_crit
{7b074509-e8de-41e1-a0ac-6ecfcf12723c} event:/char/enemy/swine_drummer_vo_death
{da090424-0057-4e0c-a6ad-2a9906fbb97b} event:/char/enemy/swine_drummer_vo_hurt
{9c29567c-3b3d-4d06-9155-d893313ffd4a} event:/char/enemy/swine_piglet_move
{b60d3fe6-f104-4bd9-917f-a923c4f144f5} event:/char/enemy/swine_piglet_squeal
{d92d0660-b4fb-4d76-ab64-52a281ddfc29} event:/char/enemy/swine_piglet_squeal_miss
{5f907d83-dc54-4125-8c7e-8c7833221758} event:/char/enemy/swine_piglet_squeal_single
{ab14edb2-ce35-4669-bd55-ddb5baffa2c7} event:/char/enemy/swine_piglet_squeal_single_miss
{679e1729-3fb3-455c-b546-e84790ba8d96} event:/char/enemy/swine_piglet_vo_aggro
{804e96b2-c49a-4223-b120-59d8f5984be4} event:/char/enemy/swine_piglet_vo_crit
{d3b6c5e0-aee5-4321-91ef-c5541f5c860e} event:/char/enemy/swine_piglet_vo_death
{8e98325a-65a9-4bb0-8c39-5fda1a94638d} event:/char/enemy/swine_piglet_vo_hurt
{899c38e8-7132-4831-9fc8-dfd2a9ed0e04} event:/char/enemy/swine_piglet_wilbur_mark_1
{355808f6-bf9a-4943-bd60-7a7533b21a0c} event:/char/enemy/swine_piglet_wilbur_mark_1_miss
{af4216a0-a88e-48e5-a7e7-717adce3cbac} event:/char/enemy/swine_piglet_wilbur_mark_2
{9ac09637-7961-4bfd-9db9-541e20e94751} event:/char/enemy/swine_piglet_wilbur_mark_2_miss
{4b1c10ac-e841-49f1-bf49-f63a5fa5713c} event:/char/enemy/swine_prince_move
